"","Source","Study","ControlSite","ControlID","Group","SpeciesCode","SpeciesName","Continent","Country","Longitude","Latitude","LocationUncertainty","StudyYear","YearsInStudy","InfraN","ControlN","InfraD","ControlD","InfraAbundance_original","ControlAbundance_original","AbundanceUnit","InfraSD_original","ControlSD_original","SDEstimate","InfraA","ControlA","InfraSD","ControlSD","MaxDist","Dist","MinDist","MaxCDist","CDist","MinCDist","Habitat","InfraType","StudyQualityA","StudyQualityB","Note","ID","InfraSD_imputed","ControlSD_imputed","logRR_uncorrected","logRR","VAR_uncorrected","VAR","logD","logD2","InfraTypeOriginal","HabitatOriginal","Order","Genus","Family","Diet","BM","logBM"
"1248","van der Zande 1980","28d","28d","28db31","Birds","b31","Vanellus vanellus","Europe","The Netherlands",4.83,52.07,6000,"1968-1971",3,3,3,40,40,0.3,1.0667,"nests/ha",NA,NA,NA,0.3,1.0667,NA,NA,400,200,0,2000,1800,1600,"Open","Paved road",1,0,"Veen transect F","S1248",0.0866025403784439,0.163301867717427,-1.26854257497524,-1.25855981401985,0.0355900336447819,0.0360063517847835,2.30102999566398,5.29473904094538,"Paved road","Grassland","Charadriiformes","Vanellus","Charadriidae",0,218.37,2.33919297409966
"1249","van der Zande 1980","28d","28d","28db31","Birds","b31","Vanellus vanellus","Europe","The Netherlands",4.83,52.07,6000,"1968-1971",3,3,3,40,40,0.4,1.0667,"nests/ha",NA,NA,NA,0.4,1.0667,NA,NA,800,600,400,2000,1800,1600,"Open","Paved road",1,0,"Veen transect F","S1249",0.1,0.163301867717427,-0.980860502523455,-0.974349963790291,0.0286455892003375,0.0288931187600921,2.77815125038364,7.7181243700082,"Paved road","Grassland","Charadriiformes","Vanellus","Charadriidae",0,218.37,2.33919297409966
"1250","van der Zande 1980","28d","28d","28db31","Birds","b31","Vanellus vanellus","Europe","The Netherlands",4.83,52.07,6000,"1968-1971",3,3,3,40,40,0.5,1.0667,"nests/ha",NA,NA,NA,0.5,1.0667,NA,NA,1200,1000,800,2000,1800,1600,"Open","Paved road",1,0,"Veen transect F","S1250",0.111803398874989,0.163301867717427,-0.757716951209245,-0.753289745809414,0.0244789225336708,0.0246483270934255,3,9,"Paved road","Grassland","Charadriiformes","Vanellus","Charadriidae",0,218.37,2.33919297409966
"1251","van der Zande 1980","28d","28d","28db31","Birds","b31","Vanellus vanellus","Europe","The Netherlands",4.83,52.07,6000,"1968-1971",3,3,3,40,40,0.8667,1.0667,"nests/ha",NA,NA,NA,0.8667,1.0667,NA,NA,1600,1400,1200,2000,1800,1600,"Open","Paved road",1,0,"Veen transect F","S1251",0.147198845104165,0.163301867717427,-0.207632153491138,-0.206730774021078,0.017427270674127,0.0175040105998633,3.14612803567824,9.89812161688061,"Paved road","Grassland","Charadriiformes","Vanellus","Charadriidae",0,218.37,2.33919297409966
"1253","van der Zande 1980","28e","28e","28eb179","Birds","b179","Haematopus ostralegus","Europe","The Netherlands",4.83,52.07,6000,"1968-1971",3,3,3,40,40,0.3333,0.2667,"nests/ha",NA,NA,NA,0.3333,0.2667,NA,NA,400,200,0,2000,1800,1600,"Open","Paved road",1,0,"Veen transect G","S1253",0.0912825284487672,0.0816547610369414,0.222918554125725,0.219796757131628,0.0562485944882452,0.0570493162001934,2.30102999566398,5.29473904094538,"Paved road","Grassland","Charadriiformes","Heamatopus","Haematopodidae",10,526,2.72098574415374
"1254","van der Zande 1980","28e","28e","28eb179","Birds","b179","Haematopus ostralegus","Europe","The Netherlands",4.83,52.07,6000,"1968-1971",3,3,3,40,40,0.3333,0.2667,"nests/ha",NA,NA,NA,0.3333,0.2667,NA,NA,800,600,400,2000,1800,1600,"Open","Paved road",1,0,"Veen transect G","S1254",0.0912825284487672,0.0816547610369414,0.222918554125725,0.219796757131628,0.0562485944882452,0.0570493162001934,2.77815125038364,7.7181243700082,"Paved road","Grassland","Charadriiformes","Heamatopus","Haematopodidae",10,526,2.72098574415374
"1255","van der Zande 1980","28e","28e","28eb179","Birds","b179","Haematopus ostralegus","Europe","The Netherlands",4.83,52.07,6000,"1968-1971",3,3,3,40,40,0.3333,0.2667,"nests/ha",NA,NA,NA,0.3333,0.2667,NA,NA,1200,1000,800,2000,1800,1600,"Open","Paved road",1,0,"Veen transect G","S1255",0.0912825284487672,0.0816547610369414,0.222918554125725,0.219796757131628,0.0562485944882452,0.0570493162001934,3,9,"Paved road","Grassland","Charadriiformes","Heamatopus","Haematopodidae",10,526,2.72098574415374
"1256","van der Zande 1980","28e","28e","28eb179","Birds","b179","Haematopus ostralegus","Europe","The Netherlands",4.83,52.07,6000,"1968-1971",3,3,3,40,40,0.2667,0.2667,"nests/ha",NA,NA,NA,0.2667,0.2667,NA,NA,1600,1400,1200,2000,1800,1600,"Open","Paved road",1,0,"Veen transect G","S1256",0.0816547610369414,0.0816547610369414,0,0,0.0624921884764405,0.0634685068815842,3.14612803567824,9.89812161688061,"Paved road","Grassland","Charadriiformes","Heamatopus","Haematopodidae",10,526,2.72098574415374
"1258","van der Zande 1980","28e","28e","28eb178","Birds","b178","Limosa limosa","Europe","The Netherlands",4.83,52.07,6000,"1968-1971",3,3,3,40,40,0.8333,2.2333,"nests/ha",NA,NA,NA,0.8333,2.2333,NA,NA,400,200,0,2000,1800,1600,"Open","Paved road",1,0,"Veen transect G","S1258",0.144334680517192,0.236289017942011,-0.985841869838268,-0.982707369318319,0.0137317989921048,0.0137887646615042,2.30102999566398,5.29473904094538,"Paved road","Grassland","Charadriiformes","Limosa","Scolopacidae",20,288.37,2.45995007743384
"1259","van der Zande 1980","28e","28e","28eb178","Birds","b178","Limosa limosa","Europe","The Netherlands",4.83,52.07,6000,"1968-1971",3,3,3,40,40,1.3,2.2333,"nests/ha",NA,NA,NA,1.3,2.2333,NA,NA,800,600,400,2000,1800,1600,"Open","Paved road",1,0,"Veen transect G","S1259",0.180277563773199,0.236289017942011,-0.541116047776801,-0.539776619059725,0.0101416553863605,0.0101691627491426,2.77815125038364,7.7181243700082,"Paved road","Grassland","Charadriiformes","Limosa","Scolopacidae",20,288.37,2.45995007743384
"1260","van der Zande 1980","28e","28e","28eb178","Birds","b178","Limosa limosa","Europe","The Netherlands",4.83,52.07,6000,"1968-1971",3,3,3,40,40,1.4667,2.2333,"nests/ha",NA,NA,NA,1.4667,2.2333,NA,NA,1200,1000,800,2000,1800,1600,"Open","Paved road",1,0,"Veen transect G","S1260",0.191487597509604,0.236289017942011,-0.420465332973719,-0.419490187935511,0.00941308802862566,0.00943619049302986,3,9,"Paved road","Grassland","Charadriiformes","Limosa","Scolopacidae",20,288.37,2.45995007743384
"1261","van der Zande 1980","28e","28e","28eb178","Birds","b178","Limosa limosa","Europe","The Netherlands",4.83,52.07,6000,"1968-1971",3,3,3,40,40,1.8333,2.2333,"nests/ha",NA,NA,NA,1.8333,2.2333,NA,NA,1600,1400,1200,2000,1800,1600,"Open","Paved road",1,0,"Veen transect G","S1261",0.214085263388212,0.236289017942011,-0.197362690657449,-0.196955621549709,0.00827693616768942,0.0082942287910289,3.14612803567824,9.89812161688061,"Paved road","Grassland","Charadriiformes","Limosa","Scolopacidae",20,288.37,2.45995007743384
"1263","van der Zande 1980","28e","28e","28eb180","Birds","b180","Tringa totanus","Europe","The Netherlands",4.83,52.07,6000,"1968-1971",3,3,3,40,40,0.4333,0.5333,"nests/ha",NA,NA,NA,0.4333,0.5333,NA,NA,400,200,0,2000,1800,1600,"Open","Paved road",1,0,"Veen transect G","S1263",0.104079296692474,0.115466445342359,-0.207653788860693,-0.205850652855207,0.0348582252580493,0.0351652505245388,2.30102999566398,5.29473904094538,"Paved road","Grassland","Charadriiformes","Tringa","Scolopacidae",20,129,2.11058971029925
"1264","van der Zande 1980","28e","28e","28eb180","Birds","b180","Tringa totanus","Europe","The Netherlands",4.83,52.07,6000,"1968-1971",3,3,3,40,40,0.5333,0.5333,"nests/ha",NA,NA,NA,0.5333,0.5333,NA,NA,800,600,400,2000,1800,1600,"Open","Paved road",1,0,"Veen transect G","S1264",0.115466445342359,0.115466445342359,0,0,0.0312519532470779,0.0314961243925173,2.77815125038364,7.7181243700082,"Paved road","Grassland","Charadriiformes","Tringa","Scolopacidae",20,129,2.11058971029925
"1265","van der Zande 1980","28e","28e","28eb180","Birds","b180","Tringa totanus","Europe","The Netherlands",4.83,52.07,6000,"1968-1971",3,3,3,40,40,0.6,0.5333,"nests/ha",NA,NA,NA,0.6,0.5333,NA,NA,1200,1000,800,2000,1800,1600,"Open","Paved road",1,0,"Veen transect G","S1265",0.122474487139159,0.115466445342359,0.11784553760959,0.116976993742265,0.0295148655124279,0.0297334017024315,3,9,"Paved road","Grassland","Charadriiformes","Tringa","Scolopacidae",20,129,2.11058971029925
"1266","van der Zande 1980","28e","28e","28eb180","Birds","b180","Tringa totanus","Europe","The Netherlands",4.83,52.07,6000,"1968-1971",3,3,3,40,40,0.4333,0.5333,"nests/ha",NA,NA,NA,0.4333,0.5333,NA,NA,1600,1400,1200,2000,1800,1600,"Open","Paved road",1,0,"Veen transect G","S1266",0.104079296692474,0.115466445342359,-0.207653788860693,-0.205850652855207,0.0348582252580493,0.0351652505245388,3.14612803567824,9.89812161688061,"Paved road","Grassland","Charadriiformes","Tringa","Scolopacidae",20,129,2.11058971029925
"1268","van der Zande 1980","28e","28e","28eb31","Birds","b31","Vanellus vanellus","Europe","The Netherlands",4.83,52.07,6000,"1968-1971",3,3,3,40,40,0.5,1,"nests/ha",NA,NA,NA,0.5,1,NA,NA,400,200,0,2000,1800,1600,"Open","Paved road",1,0,"Veen transect G","S1268",0.111803398874989,0.158113883008419,-0.693147180559945,-0.688980513893279,0.025,0.0251736111111111,2.30102999566398,5.29473904094538,"Paved road","Grassland","Charadriiformes","Vanellus","Charadriidae",0,218.37,2.33919297409966
"1269","van der Zande 1980","28e","28e","28eb31","Birds","b31","Vanellus vanellus","Europe","The Netherlands",4.83,52.07,6000,"1968-1971",3,3,3,40,40,0.6,1,"nests/ha",NA,NA,NA,0.6,1,NA,NA,800,600,400,2000,1800,1600,"Open","Paved road",1,0,"Veen transect G","S1269",0.122474487139159,0.158113883008419,-0.510825623765991,-0.508047845988213,0.0222222222222222,0.0223533950617284,2.77815125038364,7.7181243700082,"Paved road","Grassland","Charadriiformes","Vanellus","Charadriidae",0,218.37,2.33919297409966
"1270","van der Zande 1980","28e","28e","28eb31","Birds","b31","Vanellus vanellus","Europe","The Netherlands",4.83,52.07,6000,"1968-1971",3,3,3,40,40,0.6667,1,"nests/ha",NA,NA,NA,0.6667,1,NA,NA,1200,1000,800,2000,1800,1600,"Open","Paved road",1,0,"Veen transect G","S1270",0.12910267231936,0.158113883008419,-0.405415109358123,-0.403332088509165,0.0208327083645818,0.0209455477748899,3,9,"Paved road","Grassland","Charadriiformes","Vanellus","Charadriidae",0,218.37,2.33919297409966
"1271","van der Zande 1980","28e","28e","28eb31","Birds","b31","Vanellus vanellus","Europe","The Netherlands",4.83,52.07,6000,"1968-1971",3,3,3,40,40,0.5667,1,"nests/ha",NA,NA,NA,0.5667,1,NA,NA,1600,1400,1200,2000,1800,1600,"Open","Paved road",1,0,"Veen transect G","S1271",0.119027307791112,0.158113883008419,-0.567925215806564,-0.56473937379727,0.0230383506852538,0.0231811916751362,3.14612803567824,9.89812161688061,"Paved road","Grassland","Charadriiformes","Vanellus","Charadriidae",0,218.37,2.33919297409966
"1273","Wiacek et al. 2015A","30","30","30b75","Birds","b75","Certhia familiaris","Europe","Poland",22.33,50.67,2000,"2012",1,12,12,1,1,0,0.0833,"individuals",NA,0.2887,NA,0.0417,0.0833,0.1443,0.2887,NA,60,NA,NA,560,NA,"Closed","Paved road",1,0,NA,"S1273",0.1443,0.2887,-0.691947420368041,-0.69349273458758,1.99885516788666,2.99771305142949,1.77815125038364,3.16182186924092,"Paved road","Coniferous forest","Passeriformes","Certhia","Certhiidae",0,9,0.954242509439325
"1274","Wiacek et al. 2015A","30","30","30b75","Birds","b75","Certhia familiaris","Europe","Poland",22.33,50.67,2000,"2012",1,12,12,1,1,0.1667,0.0833,"individuals",NA,0.2887,NA,0.1667,0.0833,NA,0.2887,NA,310,NA,NA,560,NA,"Closed","Paved road",1,0,NA,"S1274",0.408289113251872,0.2887,0.693747240583951,0.443210801500518,1.50087291815887,2.12679630458315,2.49136169383427,6.20688308950478,"Paved road","Coniferous forest","Passeriformes","Certhia","Certhiidae",0,9,0.954242509439325
"1276","Wiacek et al. 2015A","30","30","30b109","Birds","b109","Corvus corax","Europe","Poland",22.33,50.67,2000,"2012",1,12,12,1,1,0,0.0833,"individuals",NA,0.2887,NA,0.0417,0.0833,0.1443,0.2887,NA,60,NA,NA,560,NA,"Closed","Paved road",1,0,NA,"S1276",0.1443,0.2887,-0.691947420368041,-0.69349273458758,1.99885516788666,2.99771305142949,1.77815125038364,3.16182186924092,"Paved road","Coniferous forest","Passeriformes","Corvus","Corvidae",60,927.97,2.96753393629962
"1277","Wiacek et al. 2015A","30","30","30b109","Birds","b109","Corvus corax","Europe","Poland",22.33,50.67,2000,"2012",1,12,12,1,1,0.25,0.0833,"individuals",NA,0.2887,NA,0.25,0.0833,NA,0.2887,NA,310,NA,NA,560,NA,"Closed","Paved road",1,0,NA,"S1277",0.5,0.2887,1.09901236868945,0.765192586274683,1.3343062314962,1.89083515848004,2.49136169383427,6.20688308950478,"Paved road","Coniferous forest","Passeriformes","Corvus","Corvidae",60,927.97,2.96753393629962
"1279","Wiacek et al. 2015A","30","30","30b14","Birds","b14","Cyanistes caeruleus","Europe","Poland",22.33,50.67,2000,"2012",1,12,12,1,1,0.3333,0.0833,"individuals",NA,0.2887,NA,0.3333,0.0833,NA,0.2887,NA,60,NA,NA,560,NA,"Closed","Paved road",1,0,NA,"S1279",0.577321400954442,0.2887,1.3865944361409,1.01112048830959,1.25099790066312,1.78322752302903,1.77815125038364,3.16182186924092,"Paved road","Coniferous forest","Passeriformes","Cyanistes","Paridae",0,13.3,1.12385164096709
"1280","Wiacek et al. 2015A","30","30","30b14","Birds","b14","Cyanistes caeruleus","Europe","Poland",22.33,50.67,2000,"2012",1,12,12,1,1,0.4167,0.0833,"individuals",NA,0.2887,NA,0.4167,0.0833,NA,0.2887,NA,310,NA,NA,560,NA,"Closed","Paved road",1,0,NA,"S1280",0.6455230437405,0.2887,1.60991798925561,1.20942354081413,1.20095689944276,1.72192707125501,2.49136169383427,6.20688308950478,"Paved road","Coniferous forest","Passeriformes","Cyanistes","Paridae",0,13.3,1.12385164096709
"1282","Wiacek et al. 2015A","30","30","30b68","Birds","b68","Dendrocopos major","Europe","Poland",22.33,50.67,2000,"2012",1,12,12,1,1,0.9167,2.0833,"individuals",NA,NA,NA,0.9167,2.0833,NA,NA,NA,60,NA,NA,560,NA,"Closed","Paved road",1,0,NA,"S1282",0.957444515363684,1.44336412592249,-0.820928188966606,-0.79547561634964,0.130906425254413,0.135838381750457,1.77815125038364,3.16182186924092,"Paved road","Coniferous forest","Piciformes","Dendrocopos","Picidae",20,74.94,1.87471368875778
"1283","Wiacek et al. 2015A","30","30","30b68","Birds","b68","Dendrocopos major","Europe","Poland",22.33,50.67,2000,"2012",1,12,12,1,1,1.5,2.0833,"individuals",NA,NA,NA,1.5,2.0833,NA,NA,NA,310,NA,NA,560,NA,"Closed","Paved road",1,0,NA,"S1283",1.22474487139159,1.44336412592249,-0.328488066844035,-0.320710609071377,0.0955561955657957,0.0978994310429533,2.49136169383427,6.20688308950478,"Paved road","Coniferous forest","Piciformes","Dendrocopos","Picidae",20,74.94,1.87471368875778
"1285","Wiacek et al. 2015A","30","30","30b67","Birds","b67","Dryocopus martius","Europe","Poland",22.33,50.67,2000,"2012",1,12,12,1,1,0,0.1667,"individuals",NA,NA,NA,0.0417,0.1667,0.1443,NA,NA,60,NA,NA,560,NA,"Closed","Paved road",1,0,NA,"S1285",0.1443,0.408289113251872,-1.38569466095199,-1.1367035360881,1.49778228971979,2.12061681683034,1.77815125038364,3.16182186924092,"Paved road","Coniferous forest","Piciformes","Dryocopus","Picidae",0,321,2.50650503240487
"1286","Wiacek et al. 2015A","30","30","30b67","Birds","b67","Dryocopus martius","Europe","Poland",22.33,50.67,2000,"2012",1,12,12,1,1,0.0833,0.1667,"individuals",0.2887,NA,"From data",0.0833,0.1667,0.2887,NA,NA,310,NA,NA,560,NA,"Closed","Paved road",1,0,NA,"S1286",0.2887,0.408289113251872,-0.693747240583951,-0.443210801500518,1.50087291815887,2.12679630458315,2.49136169383427,6.20688308950478,"Paved road","Coniferous forest","Piciformes","Dryocopus","Picidae",0,321,2.50650503240487
"1288","Wiacek et al. 2015A","30","30","30b13","Birds","b13","Erithacus rubecula","Europe","Poland",22.33,50.67,2000,"2012",1,12,12,1,1,0,0.1667,"individuals",NA,NA,NA,0.0417,0.1667,0.1443,NA,NA,60,NA,NA,560,NA,"Closed","Paved road",1,0,NA,"S1288",0.1443,0.408289113251872,-1.38569466095199,-1.1367035360881,1.49778228971979,2.12061681683034,1.77815125038364,3.16182186924092,"Paved road","Coniferous forest","Passeriformes","Erithacus","Muscicapidae",30,17.7,1.24797326636181
"1289","Wiacek et al. 2015A","30","30","30b13","Birds","b13","Erithacus rubecula","Europe","Poland",22.33,50.67,2000,"2012",1,12,12,1,1,0.0833,0.1667,"individuals",0.2887,NA,"From data",0.0833,0.1667,0.2887,NA,NA,310,NA,NA,560,NA,"Closed","Paved road",1,0,NA,"S1289",0.2887,0.408289113251872,-0.693747240583951,-0.443210801500518,1.50087291815887,2.12679630458315,2.49136169383427,6.20688308950478,"Paved road","Coniferous forest","Passeriformes","Erithacus","Muscicapidae",30,17.7,1.24797326636181
"1291","Wiacek et al. 2015A","30","30","30b62","Birds","b62","Garrulus glandarius","Europe","Poland",22.33,50.67,2000,"2012",1,12,12,1,1,0.8333,2.4167,"individuals",NA,NA,NA,0.8333,2.4167,NA,NA,NA,60,NA,NA,560,NA,"Closed","Paved road",1,0,NA,"S1291",0.912852671574116,1.55457389660318,-1.06476453080077,-1.03200367222227,0.134486283162999,0.14008119710755,1.77815125038364,3.16182186924092,"Paved road","Coniferous forest","Passeriformes","Garrulus","Corvidae",10,159.46,2.20265175975734
"1292","Wiacek et al. 2015A","30","30","30b62","Birds","b62","Garrulus glandarius","Europe","Poland",22.33,50.67,2000,"2012",1,12,12,1,1,1.5833,2.4167,"individuals",NA,NA,NA,1.5833,2.4167,NA,NA,NA,310,NA,NA,560,NA,"Closed","Paved road",1,0,NA,"S1292",1.25829249381851,1.55457389660318,-0.422891696681547,-0.413816494681075,0.08711497000693,0.0890945837981064,2.49136169383427,6.20688308950478,"Paved road","Coniferous forest","Passeriformes","Garrulus","Corvidae",10,159.46,2.20265175975734
"1294","Wiacek et al. 2015A","30","30","30b60","Birds","b60","Lophophanes cristatus","Europe","Poland",22.33,50.67,2000,"2012",1,12,12,1,1,1.25,1.0833,"individuals",NA,NA,NA,1.25,1.0833,NA,NA,NA,60,NA,NA,560,NA,"Closed","Paved road",1,0,NA,"S1294",1.11803398874989,1.04081698679451,0.143131613344825,0.138002224748253,0.143592110526478,0.148773094705214,1.77815125038364,3.16182186924092,"Paved road","Coniferous forest","Passeriformes","Lophophanes","Paridae",0,11.04,1.04296907339318
"1295","Wiacek et al. 2015A","30","30","30b60","Birds","b60","Lophophanes cristatus","Europe","Poland",22.33,50.67,2000,"2012",1,12,12,1,1,1.5,1.0833,"individuals",NA,NA,NA,1.5,1.0833,NA,NA,NA,310,NA,NA,560,NA,"Closed","Paved road",1,0,NA,"S1295",1.22474487139159,1.04081698679451,0.32545317013878,0.314768225986652,0.132480999415367,0.136982971248424,2.49136169383427,6.20688308950478,"Paved road","Coniferous forest","Passeriformes","Lophophanes","Paridae",0,11.04,1.04296907339318
"1297","Wiacek et al. 2015A","30","30","30b53","Birds","b53","Parus major","Europe","Poland",22.33,50.67,2000,"2012",1,12,12,1,1,3,1.9167,"individuals",NA,NA,NA,3,1.9167,NA,NA,NA,60,NA,NA,560,NA,"Closed","Paved road",1,0,NA,"S1297",1.73205080756888,1.38444934901931,0.448007331373839,0.440157467893204,0.0712552825168258,0.0725862316951286,1.77815125038364,3.16182186924092,"Paved road","Coniferous forest","Passeriformes","Parus","Paridae",10,16.25,1.21085336531489
"1298","Wiacek et al. 2015A","30","30","30b53","Birds","b53","Parus major","Europe","Poland",22.33,50.67,2000,"2012",1,12,12,1,1,2.9167,1.9167,"individuals",NA,NA,NA,2.9167,1.9167,NA,NA,NA,310,NA,NA,560,NA,"Closed","Paved road",1,0,NA,"S1298",1.70783488663278,1.38444934901931,0.419847882913266,0.412394681566016,0.0720486067835961,0.0734019074287831,2.49136169383427,6.20688308950478,"Paved road","Coniferous forest","Passeriformes","Parus","Paridae",10,16.25,1.21085336531489
"1300","Wiacek et al. 2015A","30","30","30b52","Birds","b52","Periparus ater","Europe","Poland",22.33,50.67,2000,"2012",1,12,12,1,1,0.6667,1.25,"individuals",NA,NA,NA,0.6667,1.25,NA,NA,NA,60,NA,NA,560,NA,"Closed","Paved road",1,0,NA,"S1300",0.8165169930871,1.11803398874989,-0.628558660672333,-0.599395118849424,0.191660416979151,0.201694358009963,1.77815125038364,3.16182186924092,"Paved road","Coniferous forest","Passeriformes","Periparus","Paridae",10,9.2,0.963787827345555
"1301","Wiacek et al. 2015A","30","30","30b52","Birds","b52","Periparus ater","Europe","Poland",22.33,50.67,2000,"2012",1,12,12,1,1,1.8333,1.25,"individuals",NA,NA,NA,1.8333,1.25,NA,NA,NA,310,NA,NA,560,NA,"Closed","Paved road",1,0,NA,"S1301",1.35399409156761,1.11803398874989,0.382974070272633,0.372368422897226,0.11212203858252,0.115377356222746,2.49136169383427,6.20688308950478,"Paved road","Coniferous forest","Passeriformes","Periparus","Paridae",10,9.2,0.963787827345555
"1303","Wiacek et al. 2015A","30","30","30b47","Birds","b47","Poecile montanus","Europe","Poland",22.33,50.67,2000,"2012",1,12,12,1,1,0.25,0.25,"individuals",NA,NA,NA,0.25,0.25,NA,NA,NA,60,NA,NA,560,NA,"Closed","Paved road",1,0,NA,"S1303",0.5,0.5,0,0,0.666666666666667,0.777777777777778,1.77815125038364,3.16182186924092,"Paved road","Coniferous forest","Passeriformes","Poecile","Paridae",0,11.1,1.04532297878666
"1304","Wiacek et al. 2015A","30","30","30b47","Birds","b47","Poecile montanus","Europe","Poland",22.33,50.67,2000,"2012",1,12,12,1,1,0.3333,0.25,"individuals",NA,NA,NA,0.3333,0.25,NA,NA,NA,310,NA,NA,560,NA,"Closed","Paved road",1,0,NA,"S1304",0.577321400954442,0.5,0.287582067451448,0.245927902034906,0.583358335833583,0.670170142326764,2.49136169383427,6.20688308950478,"Paved road","Coniferous forest","Passeriformes","Poecile","Paridae",0,11.1,1.04532297878666
"1306","Wiacek et al. 2015A","30","30","30b164","Birds","b164","Poecile palustris","Europe","Poland",22.33,50.67,2000,"2012",1,12,12,1,1,0.1667,0,"individuals",NA,NA,NA,0.1667,0.0417,NA,0.1443,NA,60,NA,NA,560,NA,"Closed","Paved road",1,0,NA,"S1306",0.408289113251872,0.1443,1.38569466095199,1.1367035360881,1.49778228971979,2.12061681683034,1.77815125038364,3.16182186924092,"Paved road","Coniferous forest","Passeriformes","Poecile","Paridae",0,11.14,1.04688519083771
"1307","Wiacek et al. 2015A","30","30","30b164","Birds","b164","Poecile palustris","Europe","Poland",22.33,50.67,2000,"2012",1,12,12,1,1,0.25,0,"individuals",NA,NA,NA,0.25,0.0417,NA,0.1443,NA,310,NA,NA,560,NA,"Closed","Paved road",1,0,NA,"S1307",0.5,0.1443,1.79095978905749,1.45868532086226,1.33121560305712,1.88465567072723,2.49136169383427,6.20688308950478,"Paved road","Coniferous forest","Passeriformes","Poecile","Paridae",0,11.14,1.04688519083771
"1309","Wiacek et al. 2015A","30","30","30b45","Birds","b45","Pyrrhula pyrrhula","Europe","Poland",22.33,50.67,2000,"2012",1,12,12,1,1,0.0833,0.3333,"individuals",0.2887,NA,"From data",0.0833,0.3333,0.2887,NA,NA,60,NA,NA,560,NA,"Closed","Paved road",1,0,NA,"S1309",0.2887,0.577321400954442,-1.3865944361409,-1.01112048830959,1.25099790066312,1.78322752302903,1.77815125038364,3.16182186924092,"Paved road","Coniferous forest","Passeriformes","Pyrrhula","Fringillidae",0,24.26,1.38489079653055
"1310","Wiacek et al. 2015A","30","30","30b45","Birds","b45","Pyrrhula pyrrhula","Europe","Poland",22.33,50.67,2000,"2012",1,12,12,1,1,0,0.3333,"individuals",NA,NA,NA,0.0417,0.3333,0.1443,NA,NA,310,NA,NA,560,NA,"Closed","Paved road",1,0,NA,"S1310",0.1443,0.577321400954442,-2.07854185650894,-1.70461322289717,1.24790727222404,1.77704803527622,2.49136169383427,6.20688308950478,"Paved road","Coniferous forest","Passeriformes","Pyrrhula","Fringillidae",0,24.26,1.38489079653055
"1312","Wiacek et al. 2015A","30","30","30b19","Birds","b19","Regulus regulus","Europe","Poland",22.33,50.67,2000,"2012",1,12,12,1,1,3.25,4.5,"individuals",NA,NA,NA,3.25,4.5,NA,NA,NA,60,NA,NA,560,NA,"Closed","Paved road",1,0,NA,"S1312",1.80277563773199,2.12132034355964,-0.325422400434628,-0.321861146873374,0.0441595441595442,0.0446597430215664,1.77815125038364,3.16182186924092,"Paved road","Coniferous forest","Passeriformes","Regulus","Regulidae",0,5.54,0.74350976472843
"1313","Wiacek et al. 2015A","30","30","30b19","Birds","b19","Regulus regulus","Europe","Poland",22.33,50.67,2000,"2012",1,12,12,1,1,7.75,4.5,"individuals",NA,NA,NA,7.75,4.5,NA,NA,NA,310,NA,NA,560,NA,"Closed","Paved road",1,0,NA,"S1313",2.78388218141501,2.12132034355964,0.543615446588982,0.539732531415744,0.0292712066905615,0.0295004846060845,2.49136169383427,6.20688308950478,"Paved road","Coniferous forest","Passeriformes","Regulus","Regulidae",0,5.54,0.74350976472843
"1315","Wiacek et al. 2015A","30","30","30b104","Birds","b104","Sitta europaea","Europe","Poland",22.33,50.67,2000,"2012",1,12,12,1,1,0.25,0.8333,"individuals",NA,NA,NA,0.25,0.8333,NA,NA,NA,60,NA,NA,560,NA,"Closed","Paved road",1,0,NA,"S1315",0.5,0.912852671574116,-1.20393280352591,-1.08726813693925,0.43333733349334,0.493893289072897,1.77815125038364,3.16182186924092,"Paved road","Coniferous forest","Passeriformes","Sitta","Sittidae",0,20.37,1.30899102900016
"1316","Wiacek et al. 2015A","30","30","30b104","Birds","b104","Sitta europaea","Europe","Poland",22.33,50.67,2000,"2012",1,12,12,1,1,0.4167,0.8333,"individuals",NA,NA,NA,0.4167,0.8333,NA,NA,NA,310,NA,NA,560,NA,"Closed","Paved road",1,0,NA,"S1316",0.6455230437405,0.912852671574116,-0.693027182959753,-0.643037182399808,0.299988001439904,0.324985201847864,2.49136169383427,6.20688308950478,"Paved road","Coniferous forest","Passeriformes","Sitta","Sittidae",0,20.37,1.30899102900016
"1318","Wiacek et al. 2015A","30","30","30b42","Birds","b42","Spinus spinus","Europe","Poland",22.33,50.67,2000,"2012",1,12,12,1,1,0.1667,2.75,"individuals",NA,NA,NA,0.1667,2.75,NA,NA,NA,60,NA,NA,560,NA,"Closed","Paved road",1,0,NA,"S1318",0.408289113251872,1.6583123951777,-2.80316040090387,-2.56836190605738,0.530203050299031,0.655612202117805,1.77815125038364,3.16182186924092,"Paved road","Coniferous forest","Passeriformes","Spinus","Fringillidae",0,13.24,1.12188798510368
